Sample_ID;LATf;LONGf;Reference;LATi;LONGi;SiO2;MgO;TiO2;Al2O3;Fe2O3t;MnO;CaO;Na2O;K2O;P2O5;LOI;Fe2O3;FeO;Ba;Rb;Sr;Itrio;Zr;Ti
MANDI 554 - 562;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.39;4.24;3.46;12.69;15.94;0.23;8.33;2.89;1.32;0.5;2.62;;;455;32.8;426.1;35.4;233.9;20743.0806
MANDI 562 - 570;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.46;4.24;3.42;12.78;15.87;0.23;8.32;2.86;1.33;0.48;2.37;;;450;32.6;447.9;33.9;234.7;20503.2762
MANDI 570 - 578;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.19;4.25;3.45;12.74;16.12;0.24;8.11;2.83;1.59;0.48;3.11;;;427;31.3;415.5;32.9;221.1;20683.1295
MANDI 578 - 586;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.39;4.17;3.54;12.7;15.88;0.23;8.21;2.84;1.58;0.47;2.5;;;431;35.5;408.1;32.8;230.3;21222.6894
MANDI 586 - 594;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.63;3.94;3.42;12.73;15.88;0.22;8.16;2.9;1.66;0.47;2.02;;;432;42.4;419.2;33.4;234.8;20503.2762
MANDI 594 - 602;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.89;3.89;3.43;12.81;15.78;0.22;7.86;2.87;1.78;0.47;2.03;;;442;45.5;415;35;239.5;20563.2273
MANDI 6 - 16;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;46.48;4.77;4.91;10.97;22.38;0.3;7.42;1.72;0.78;0.27;2.83;;;338;11.4;203.3;41.6;207.4;29435.9901
MANDI 602 - 610;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.19;4.25;3.51;12.51;15.61;0.24;8.14;2.69;1.34;0.53;2.96;;;413;33.2;418.3;32.3;217.3;21042.8361
MANDI 610 - 618;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.13;4.16;3.64;12.37;16.44;0.23;8.25;2.78;1.45;0.55;1.83;;;421;33.6;418.6;32.1;224.2;21822.2004
MANDI 618 - 626;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.12;4.26;3.63;12.45;16.2;0.23;8.31;2.8;1.46;0.54;1.59;;;446;36;441.1;33.3;230.2;21762.2493
MANDI 626 - 632;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.18;4.21;3.55;12.59;15.99;0.24;7.96;3.08;1.6;0.6;1.59;;;459;39.7;422.5;34.1;227.4;21282.6405
MANDI 632 - 640;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.67;4.08;3.51;12.62;15.45;0.23;7.3;3.56;1.91;0.68;1.86;;;450;43.7;389.6;36.6;232.3;21042.8361
MANDI 64 - 70;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.99;5.07;2.17;12.31;14.77;0.23;8.64;2.65;0.93;0.24;3.45;;;255;21.1;261.5;31.9;154.3;13009.3887
MANDI 640 - 648;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.99;4.03;3.5;12.53;15.45;0.23;7.63;3.22;1.75;0.67;1.48;;;466;41.7;413.1;36.9;236.6;20982.885
MANDI 648 - 656;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.96;4.06;3.51;12.6;15.53;0.23;7.87;3.02;1.6;0.63;1.22;;;435;36.3;418.9;35.3;237;21042.8361
MANDI 656 - 664;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.14;4.04;3.56;12.56;15.34;0.24;7.76;3.04;1.65;0.66;0.68;;;447;41.4;421.2;35.3;237;21342.5916
MANDI 664 - 670;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.03;4.02;3.51;12.55;15.59;0.23;7.79;3.02;1.6;0.65;0.58;;;442;39.8;422.4;34;237.1;21042.8361
MANDI 670 - 676;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.51;4.16;3.61;12.68;15.64;0.25;7.57;3.07;1.88;0.64;1.35;;;463;44.4;396.2;35.4;240.3;21642.3471
MANDI 680 - 686;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.36;4.67;3.21;12.87;15.97;0.23;8.82;2.74;0.76;0.37;2.26;;;314;19.2;396.9;31.8;204;19244.3031
MANDI 686 - 694;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.65;4.43;3.2;12.67;15.98;0.23;8.41;2.76;1.29;0.36;1.51;;;367;29;362.6;32.3;201.3;19184.352
MANDI 694 - 702;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.1;4.09;3.12;12.72;15.15;0.21;7.81;2.74;1.65;0.39;2.61;;;435;28.6;412;32.3;210;18704.7432
MANDI 70 - 76;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.55;5.19;2.31;13.29;15.44;0.24;9.7;2.48;0.55;0.23;2.06;;;216;8.3;253.3;31.3;134.2;13848.7041
MANDI 702 - 708;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.27;4.28;3.71;12.45;15.48;0.23;7.93;2.6;1.54;0.49;3.03;;;427;33.7;475.9;31.4;221.3;22241.8581
MANDI 716 - 722;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.84;4.69;3.27;12.95;14.86;0.21;8.71;2.83;1.19;0.45;2.53;;;417;19.8;453.7;32;230.9;19604.0097
MANDI 722 - 728;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.72;4.69;3.26;12.92;15.02;0.21;8.7;2.78;1.25;0.45;1.87;;;443;28.2;468.5;31.7;229.8;19544.0586
MANDI 728 - 734;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;53.29;4.2;2.93;12.68;14.03;0.21;7.51;2.82;1.92;0.41;3.2;;;435;39.3;435.3;30.4;225.4;17565.6723
MANDI 742 - 750;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.67;4.43;3.14;13.04;14.34;0.2;8.29;2.91;1.55;0.43;2.24;;;432;34.9;457.2;30.8;236.6;18824.6454
MANDI 750 - 758;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;53.58;4.24;3.04;12.49;13.75;0.22;7.9;2.84;1.51;0.43;3.07;;;405;32.9;466;31.5;238.2;18225.1344
MANDI 758 - 766;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.36;4.5;3.49;12.88;15.5;0.23;8.62;2.72;1.26;0.44;2.56;;;400;32;471;29.6;229.7;20922.9339
MANDI 76 - 82;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.27;5.3;2.61;12.5;16.4;0.24;9.41;2.42;0.63;0.22;1.9;;;241;7.5;235.6;29.2;139.5;15647.2371
MANDI 766 - 774;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.18;4.63;3.61;12.94;15.32;0.22;8.79;2.79;1.11;0.43;2.23;;;402;29.5;494.6;29.3;228.5;21642.3471
MANDI 774 - 782;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;49.72;5.2;3.31;13.02;15.16;0.21;9.09;2.68;1.23;0.37;1.88;;;360;28.6;516.2;28.4;215.8;19843.8141
MANDI 782 - 790;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;49.95;4.67;3.6;12.78;15.53;0.21;8.72;2.75;1.35;0.43;1.6;;;427;29.3;518.1;29.2;242.2;21582.396
MANDI 790 - 798;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;49.96;4.69;3.62;12.88;15.39;0.21;8.68;2.77;1.37;0.43;1.9;;;432;29.1;525.4;31;245.2;21702.2982
MANDI 798 - 806;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;49.57;5.66;3.11;13.19;14.75;0.2;9.83;2.49;0.86;0.32;1.59;;;285;16.2;488.9;24.1;174.9;18644.7921
MANDI 806 - 814;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;49.87;5.36;3.15;13.1;14.77;0.2;9.49;2.77;0.94;0.34;1.78;;;314;17.8;551;25.5;189.1;18884.5965
MANDI 814 - 822;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.11;4.61;3.45;12.81;14.48;0.2;8.31;3.25;1.35;0.42;2.44;;;381;27.6;536.2;29.2;224.7;20683.1295
MANDI 82 - 88;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.74;5.15;2.37;12.81;15.72;0.23;9.16;2.51;1.09;0.23;1.02;;;258;21.9;235.5;29.6;141.3;14208.4107
MANDI 822 - 830;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.21;4.06;3.56;12.7;14.38;0.2;7.66;3.05;1.69;0.48;1.73;;;465;34.8;478.1;33.6;270.5;21342.5916
MANDI 830 - 838;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.67;4.1;3.97;12.2;15.09;0.21;7.71;2.73;1.77;0.53;1.2;;;477;41.9;490;36.5;303.8;23800.5867
MANDI 838 - 846;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.88;4;3.36;13.09;13.97;0.2;8.38;2.78;1.84;0.5;3.27;;;535;32.1;519.1;32.8;274.3;20143.5696
MANDI 862 - 870;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.32;4.21;3.79;12.69;15.02;0.2;7.81;2.86;1.61;0.49;2.64;;;483;26;548.9;31.8;252.4;22721.4669
MANDI 870 - 878;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.07;4.59;3.59;12.93;15.41;0.2;8.88;2.75;1.14;0.44;2.74;;;432;28.3;529.6;31.4;248.8;21522.4449
MANDI 878 - 886;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.17;4.24;3.83;12.72;14.93;0.21;8.11;2.81;1.52;0.46;1.54;;;461;36.4;522.7;32.9;275.4;22961.2713
MANDI 88 - 96;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.98;5.2;2.22;13.04;15.3;0.22;8.98;2.5;1.29;0.25;0.77;;;273;30;231.3;32.8;143.2;13309.1442
MANDI 886 - 894;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;49.98;4.64;3.62;12.94;15.4;0.21;8.88;2.72;1.16;0.44;1.24;;;482;38.2;513;35.2;283.4;21702.2982
MANDI 894 - 902;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.17;4.04;3.81;12.66;14.54;0.19;7.56;2.98;1.55;0.5;1.6;;;490;34;488.9;33.5;280.1;22841.3691
MANDI 902 - 910;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;51.35;4.2;3.78;12.76;14.96;0.21;7.87;2.81;1.56;0.5;1.94;;;461;30.9;513;33.7;268.9;22661.5158
MANDI 918 - 926;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;54.5;4.38;2.72;13.52;11.88;0.17;7.54;3;1.88;0.41;2.88;;;517;39.8;457.6;32.5;287.3;16306.6992
MANDI 926 - 934;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;56.22;3.96;3.03;12.09;12.6;0.19;7.33;2.69;1.46;0.43;3.36;;;438;30.4;468.2;31.4;255.3;18165.1833
MANDI 934 - 942;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;54.3;4.05;3.33;12.22;13.48;0.2;7.89;2.69;1.36;0.47;2.6;;;481;31.4;532;33.2;258.1;19963.7163
MANDI 942 - 950;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;53.2;4.59;2.86;12.76;13.57;0.19;8.22;3.07;1.17;0.37;3.16;;;413;24.8;474.2;28.7;218.4;17146.0146
MANDI 950 - 958;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.86;4.97;2.65;12.85;13.59;0.2;9.03;2.67;0.87;0.33;3.31;;;312;21.5;428.8;28.4;186.3;15887.0415
MANDI 96 - 102;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;53.61;4.82;1.91;12.67;13.78;0.21;8.08;3.3;1.41;0.23;3.14;;;300;28.4;213.1;28;133.7;11450.6601
MANDI 964 - 968;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;82.43;1.33;1.24;4.86;5.33;0.08;2.99;1.07;0.55;0.11;1.13;;;207;13.3;184.2;10.5;254.5;7433.9364
MANDI 968 - 976;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;55.01;3.83;3.22;12.33;13.15;0.19;7.25;2.86;1.66;0.51;3.07;;;555;37;480.7;32.1;254.8;19304.2542
MANDI 976 - 984;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;53.67;3.37;3.29;13.13;13.25;0.18;6.97;3.24;2.33;0.56;1.96;;;672;54.9;489.1;36.5;301.1;19723.9119
MANDI 984 - 988;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.93;3.41;3.2;13.58;13.67;0.17;6.96;3.26;2.26;0.56;2;;;623;59.5;498.7;36.1;300;19184.352
MANDI 988 - 992;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;52.61;3.58;3.27;13.46;14;0.18;7.09;3.14;2.12;0.54;2.16;;;609;56.4;520.9;37.1;288.5;19604.0097
MANDI 992 - 1000;-23.55078;-51.67584;Licht, 2018 (Mineropar);;;50.89;4.02;3.82;13.01;15.36;0.21;7.44;2.91;1.84;0.51;1.9;;;537;45.4;504.5;36;277.1;22901.3202
OL 3045-12;-26.03647;-53.31714;Licht, 2018 (Mineropar);;;83.58;1.04;0.53;6.52;3.5;0.1;1.06;0.82;2.75;0.1;2.37;;;425;55.9;232;16.8;153.6;3177.4083
OL 3045-18;-26.03964;-53.31308;Licht, 2018 (Mineropar);;;50.89;4.81;2.33;12.95;15.93;0.23;8.69;2.62;1.29;0.26;0.92;;;316;31.2;280;37;167.7;13968.6063
OL 3058;-26.04975;-52.60324;Licht, 2018 (Mineropar);;;77.3;0.6;0.86;9.07;5.05;0.08;0.32;0.43;6.1;0.19;1.47;;;966;53;135;88.1;248.1;5155.7946
OL 3063 A;-26.06142;-52.78082;Licht, 2018 (Mineropar);;;77.75;1.15;1.27;7.41;7.14;0.09;1.53;1.06;2.38;0.2;2.41;;;537;56.9;166;26.9;408.5;7613.7897
OL 3087;-24.90528;-54.18138;Licht, 2018 (Mineropar);;;75.75;1.49;1.07;7.95;6.8;0.09;2.7;1.54;2.44;0.16;2.1;;;350;59.7;162;25.7;225;6414.7677
OL 3141;-25.30969;-51.20241;Licht, 2018 (Mineropar);;;54.25;5.08;1.39;13.96;12.49;0.21;8.39;2.64;1.41;0.18;1.16;;;339;49.8;220;33.5;145.3;8333.2029
OL-2087;-25.394528;-52.779639;Licht, 2018 (Mineropar);;;73.28;1.9;1.05;9.48;7.6;0.14;3.07;1.75;1.59;0.13;3.29;;;452;107.6;146;68.1;148.9;6294.8655
P-03 Band  12-20;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.39;4.91;3.66;12.39;16.23;0.25;8.91;2.53;1.32;0.42;1.41;;;385;24.1;434.1;33.2;203;21942.1026
P-03 Band  20-26;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.27;4.88;3.74;12.35;16.36;0.23;8.97;2.51;1.29;0.41;1.45;;;384;23.9;429;33.2;201.2;22421.7114
P-03 Band  26-36;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.32;4.93;3.73;12.53;16.07;0.22;8.87;2.59;1.32;0.42;1.15;;;391;25.1;432.1;32.7;206.6;22361.7603
P-03 Band  36-46;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.37;4.87;3.62;12.61;15.93;0.21;8.97;2.61;1.39;0.43;1.46;;;402;27.5;434.3;33.2;206.4;21702.2982
P-03 Band  4-12;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.55;4.4;3.76;12.96;16.42;0.24;8.42;2.57;1.21;0.47;2.66;;;491;26.6;433.9;37.3;218.5;22541.6136
P-03 Band  46-54;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.6;4.91;3.57;12.75;15.85;0.24;8.8;2.48;1.37;0.42;2.54;;;376;25.2;432.2;31.9;205.6;21402.5427
P-03 Band  54-66;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;48.65;5.02;3.56;12.94;16.33;0.24;9.41;2.23;1.21;0.41;3.44;;;308;24.9;437.7;33;199.9;21342.5916
P-03 Band  66-76;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.5;4.77;3.4;12.81;16.3;0.24;9.38;2.34;0.92;0.34;2.84;;;354;18.9;401.2;37.8;203.9;20383.374
P-03 Band  76-86;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.42;4.66;3.19;12.75;15.88;0.23;8.86;2.69;0.97;0.34;1.33;;;383;21.3;405.9;35.9;203.3;19124.4009
P-03 Band  86-96;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.49;4.27;3.04;12.38;15.01;0.2;8.12;2.62;1.54;0.33;1.02;;;403;29;374.7;34.8;202.8;18225.1344
P-03 Band 110-120;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.19;4.52;3.97;12.59;16.21;0.23;8.65;2.81;1.42;0.42;1.79;;;388;30.5;423.7;35;216.3;23800.5867
P-03 Band 120-128;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.5;4.62;3.96;12.44;16.15;0.23;8.67;2.63;1.41;0.41;1.29;;;414;28.2;441.3;34.2;218.3;23740.6356
P-03 Band 128-136;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.56;4.66;3.93;12.56;15.9;0.21;8.79;2.63;1.35;0.4;1.19;;;404;24.9;445.8;31.6;214.2;23560.7823
P-03 Band 136-144;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.41;4.51;3.8;12.51;15.66;0.24;8;2.72;1.73;0.42;1.82;;;429;39.9;437.2;34.4;216.9;22781.418
P-03 Band 144-154;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.24;4.4;4.12;12.37;15.89;0.21;8.15;2.55;1.49;0.57;2.53;;;487;26.4;459.3;40.3;270.1;24699.8532
P-03 Band 154-166;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.36;4.05;4.1;11.98;15.42;0.22;7.93;2.69;1.66;0.59;1.72;;;486;34.3;449.3;39;269.4;24579.951
P-03 Band 166-178;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.24;4.13;3.95;12.07;15.45;0.23;7.79;2.67;1.8;0.67;1.15;;;543;28.6;460.6;40.6;278.9;23680.6845
P-03 Band 178-184;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.9;4.25;4.02;12.55;15.85;0.24;8.17;2.71;1.64;0.69;2.83;;;519;29.1;478.2;41.8;285.2;24100.3422
P-03 Band 200-212;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.74;4.42;3.88;12.61;16.14;0.23;8.37;2.81;1.34;0.47;2.07;;;440;24.6;451.8;34.8;232;23261.0268
P-03 Band 212-222;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.15;4.39;3.76;12.4;15.81;0.22;8.53;2.71;1.58;0.43;1.65;;;439;31.9;434.9;34.9;239.3;22541.6136
P-03 Band 222-228;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.36;4.38;3.84;12.57;15.68;0.22;8.34;2.68;1.5;0.44;1.83;;;480;31.5;440.6;36.1;248.9;23021.2224
P-03 Band 228-240;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.39;4.44;3.72;12.59;15.67;0.22;8.29;2.74;1.51;0.43;1.2;;;481;30.4;460.5;35.4;245.1;22301.8092
P-03 Band 240-252;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.35;3.96;3.81;12.35;15.26;0.24;7.81;2.96;1.71;0.56;2.79;;;521;30.8;555.6;38.5;276.9;22841.3691
P-03 Band 252-260;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.06;3.86;3.94;12.25;15.78;0.22;8.2;2.51;1.55;0.61;2.36;;;541;27.7;519.9;37.4;276.7;23620.7334
P-03 Band 260-268;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.27;3.68;3.82;12.47;15.53;0.23;7.45;2.99;1.92;0.64;1.02;;;483;38.4;480.6;38.1;277.5;22901.3202
P-03 Band 268-276;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.25;4.42;4.74;11.47;17.11;0.24;8.16;2.42;1.61;0.56;1.49;;;476;32.8;484;37.1;272.8;28416.8214
P-03 Band 276-282;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.71;4.25;4.37;11.93;16.58;0.24;7.96;2.67;1.72;0.57;1.55;;;476;36;484.5;36.9;285.3;26198.6307
P-03 Band 290-296;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;53.45;3.9;3.67;12.32;13.65;0.2;7.97;2.86;1.43;0.56;2.97;;;441;22.5;594.6;31.5;467.3;22002.0537
P-03 Band 296-306;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.77;4.29;3.86;12.8;14.16;0.21;8.38;2.87;1.16;0.51;2.73;;;451;24.3;520.2;32.6;260;23141.1246
P-03 Band 306-316;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.97;4.13;3.78;13.15;13.42;0.19;7.28;3.51;2.08;0.5;1.17;;;521;33;537.7;34.5;276.1;22661.5158
P-03 Band 316-326;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.63;3.96;3.73;12.96;13.53;0.2;7.27;3.21;2.02;0.49;1.03;;;529;34.5;503;34.4;288.8;22361.7603
P-03 Band 326-336;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.17;4.26;3.75;13.02;13.47;0.19;7.61;3.19;1.84;0.49;0.9;;;504;31.4;514.4;33.8;271.7;22481.6625
P-03 Band 336-346;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.17;4.39;3.88;12.95;14.12;0.2;7.91;3.15;1.7;0.52;0.91;;;474;30.3;532;32.8;253.3;23261.0268
P-03 Band 350-356;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.33;4.43;3.93;12.96;14.71;0.21;8.05;3.17;1.64;0.56;0.65;;;480;29;551.6;32.3;243.4;23560.7823
P-03 Band 356-366;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.54;4.48;3.89;13.01;14.4;0.2;8.17;3.12;1.6;0.59;0.64;;;477;29.1;571;32.7;246.2;23320.9779
P-03 Band 366-376;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.63;4.43;3.94;12.9;14.5;0.2;8.21;3.02;1.57;0.59;0.75;;;445;26.3;562.6;33.1;242.3;23620.7334
P-03 Band 376-386;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.06;4.92;3.53;13.17;14.56;0.2;8.77;3.09;1.24;0.47;0.88;;;386;20.7;587.9;31.3;216;21162.7383
P-03 Band 386-396;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;50.05;5.24;3.32;13.05;14.62;0.2;9.1;2.92;1.12;0.39;0.98;;;346;22;557.6;27.2;186.2;19903.7652
P-03 Band 396-404;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.94;5.57;3.06;13.06;14.69;0.2;9.42;2.74;0.98;0.33;1.17;;;302;17.3;560.3;26.3;171.3;18345.0366
P-03 Band 452-462;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;55.21;3.09;3.33;11.71;13.15;0.26;7.33;3.9;1.53;0.49;2.4;;;529;20.4;401.4;33.3;254.4;19963.7163
P-03 Band 462-472;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.07;4.14;3.64;12.6;14.46;0.22;7.66;3.14;1.57;0.51;0.78;;;457;25.9;540.1;35.1;246.4;21822.2004
P-03 Band 472-480;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.72;4.15;3.65;12.59;14.74;0.21;7.75;3.07;1.6;0.52;0.86;;;453;26.5;565.9;35.6;248;21882.1515
P-03 Band 480-486;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;58.98;3.47;2.93;10.73;12.3;0.18;6.85;2.54;1.59;0.43;1.76;;;432;25.2;473.2;28.7;218.7;17565.6723
P-03 Band 486-496;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;51.9;4.97;3.18;12.77;13.97;0.2;8.98;2.77;0.89;0.37;2.15;;;372;14.9;612.1;28.4;195.4;19064.4498
P-03 Band 496-506;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.18;4.74;3.11;12.62;13.82;0.2;9.26;2.72;0.91;0.43;2.9;;;361;13.6;598.8;29.8;192.8;18644.7921
P-03 Band 506-516;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.66;4.02;3.1;13.22;13.65;0.21;7.57;3.24;1.45;0.87;1.82;;;495;20.9;679.4;41.4;262.3;18584.841
P-03 Band 516-526;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.77;3.77;3.11;13.41;13.24;0.23;7.24;3.57;1.81;0.84;0.88;;;523;30.1;678.1;40.5;268.6;18644.7921
P-03 Band 526-536;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.96;3.67;3.12;13.32;13.28;0.22;7.08;3.66;1.88;0.82;0.76;;;556;33.4;649.9;40.2;277.7;18704.7432
P-03 Band 536-546;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;53.42;3.25;3.11;12.76;13.81;0.23;6.67;3.64;2.08;1.02;0.35;;;592;34.3;627.9;46.2;315.8;18644.7921
P-03 Band 546-556;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.82;3.54;3.15;13.11;13.73;0.23;6.98;3.69;1.86;0.9;0.47;;;557;31.3;652.1;41.5;282.4;18884.5965
P-03 Band 556-566;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.52;3.84;3.23;13.47;13.29;0.22;7.38;3.64;1.65;0.76;0.71;;;508;27.5;669.2;38.1;256.7;19364.2053
P-03 Band 566-576;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.51;3.68;3.24;13.19;13.69;0.22;7.28;3.54;1.75;0.89;0.8;;;520;29.4;675.3;41.1;273.3;19424.1564
P-03 Band 576-584;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;52.36;3.62;3.25;13.13;13.95;0.23;7.38;3.42;1.75;0.92;1.09;;;538;29.3;707.8;42;280.9;19484.1075
P-03 Band 584-592;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;54.9;3.58;3.04;12.5;12.96;0.22;6.93;3.18;1.75;0.94;1.42;;;536;29;588;43.5;277.4;18225.1344
P-03 Band 96-110;-23.123611;-50.386111;Licht, 2018 (Mineropar);;;49.01;4.77;3.9;12.78;16.06;0.22;8.85;2.79;1.18;0.42;2.07;;;401;21.1;487.2;34.3;209.4;23380.929
P-2 LOND  104 - 110;-23.24216;-51.10186;Licht, 2018 (Mineropar);;;50.12;5.99;1.99;13.61;14.17;0.21;10.16;2.51;1.04;0.19;1.88;;;280;21;323.4;20.9;118.1;11930.2689
P-2 LOND  110 - 116;-23.24216;-51.10186;Licht, 2018 (Mineropar);;;50.16;5.44;2.79;12.29;16.11;0.2;9.28;2.27;1.23;0.21;1.38;;;293;30;279.8;22.5;144.8;16726.3569
P-2 LOND  116 - 122;-23.24216;-51.10186;Licht, 2018 (Mineropar);;;49.51;5.7;2.74;12.3;16.53;0.21;9.41;2.23;1.17;0.2;1.29;;;297;29.2;285;24.5;147.8;16426.6014
P-2 LOND  12 - 22;-23.24216;-51.10186;Licht, 2018 (Mineropar);;;49.76;5;2.95;12.18;17.38;0.25;8.8;2.36;1.07;0.25;0.69;;;279;26.4;238.8;30.7;178.1;17685.5745
P-2 LOND  122 - 132;-23.24216;-51.10186;Licht, 2018 (Mineropar);;;49.3;6.98;2.13;12.84;14.85;0.21;10.59;2.13;0.82;0.15;1.25;;;223;19.6;289.7;21;115.4;12769.5843
